Probe	Ensembl	chromosome_name
GPBP1_IL2810458	ENSG00000062194	5
DGAT2_IL3340665	ENSG00000062282	11
ZNF285_IL3864869	ENSG00000062370	19
CS_IL3457614	ENSG00000062485	12
LTK_IL3620022	ENSG00000062524	15
MRPS24_IL3048212	ENSG00000062582	7
ELMO2_IL3907830	ENSG00000062598	20
WAPAL_IL3298738	ENSG00000062650	10
APPBP2_IL3765299	ENSG00000062725	17
POLD1_IL3839305	ENSG00000062822	19
SEZ6_IL3751237	ENSG00000063015	17
LOC283335_IL3455946	ENSG00000063046	12
SLC6A16_IL3867734	ENSG00000063127	19
GLTSCR1_IL3837372	ENSG00000063169	19
DBP_IL3867247	ENSG00000063176	19
RPL18_IL3867223	ENSG00000063177	19
CA11_IL3867264	ENSG00000063180	19
ISOC2_IL3871504	ENSG00000063241	19
U2AF2_IL3842345	ENSG00000063244	19
EPN1_IL3842379	ENSG00000063245	19
MED29_IL3832964	ENSG00000063322	19
AHRR_IL2798586	ENSG00000063438	5
GPC1_IL2535761	ENSG00000063660	2
ADCK1_IL3545564	ENSG00000063761	14
HAGH_IL3676165	ENSG00000063854	16
RNF4_IL2715440	ENSG00000063978	4
CASP8_IL2522728	ENSG00000064012	2
LIMCH1_IL2725061	ENSG00000064042	4
TM7SF3_IL3448481	ENSG00000064115	12
SPA17_IL3354210	ENSG00000064199	11
TSPAN32_IL3317253	ENSG00000064201	11
ST3GAL6_IL2633256	ENSG00000064225	3
NGFR_IL3725685	ENSG00000064300	17
CDON_IL3396770	ENSG00000064309	11
TAF2_IL3150663	ENSG00000064313	8
HIPK2_IL3075778	ENSG00000064393	7
TNPO3_IL3072014	ENSG00000064419	7
RFXANK_IL3825586	ENSG00000064490	19
TMEM161A_IL3855506	ENSG00000064545	19
LPAR2_IL3855856	ENSG00000064547	19
CTSA_IL3887117	ENSG00000064601	20
SLC12A2_IL2827525	ENSG00000064651	5
SNX24_IL2826343	ENSG00000064652	5
EYA2_IL3887479	ENSG00000064655	20
CNN2_IL3815399	ENSG00000064666	19
ABCA7_IL3815416	ENSG00000064687	19
DDX20_IL2351940	ENSG00000064703	1
BTBD1_IL3636470	ENSG00000064726	15
BCAS1_IL3910360	ENSG00000064787	20
CHI3L2_IL2351687	ENSG00000064886	1
SBNO2_IL3844978	ENSG00000064932	19
PMS1_IL2519981	ENSG00000064933	2
HMG20B_IL3817040	ENSG00000064961	19
CALCRL_IL2591367	ENSG00000064989	2
TAF11_IL2951300	ENSG00000064995	6
ANKS1A_IL2904329	ENSG00000064999	6
AP3D1_IL3845708	ENSG00000065000	19
ZNF76_IL2904528	ENSG00000065029	6
SLC9A3R2_IL3644340	ENSG00000065054	16
NTHL1_IL3676395	ENSG00000065057	16
UHRF1BP1_IL2904270	ENSG00000065060	6
GNAI3_IL2350840	ENSG00000065135	1
IPO5_IL3497790	ENSG00000065150	13
OAT_IL3311157	ENSG00000065154	10
WDR3_IL2354082	ENSG00000065183	1
PKN2_IL2345617	ENSG00000065243	1
WDR18_IL3815328	ENSG00000065268	19
TRAM2_IL2957227	ENSG00000065308	6
NTN1_IL3709838	ENSG00000065320	17
MCM10_IL3235789	ENSG00000065328	10
WIBG_IL3457315	ENSG00000065357	12
ERBB3_IL3417249	ENSG00000065361	12
ANKRD44_IL2593464	ENSG00000065413	2
ADAT1_IL3699707	ENSG00000065457	16
PDIA5_IL2639225	ENSG00000065485	3
TBC1D22B_IL2905432	ENSG00000065491	6
SPEN_IL2322103	ENSG00000065526	1
MYLK_IL2692447	ENSG00000065534	3
ZC3H15_IL2519140	ENSG00000065548	2
MAP2K4_IL3710681	ENSG00000065559	17
TMEM206_IL2454661	ENSG00000065600	1
SLK_IL3262433	ENSG00000065613	10
CYB5R4_IL2915491	ENSG00000065615	6
COL17A1_IL3305081	ENSG00000065618	10
GSTO2_IL3262535	ENSG00000065621	10
SEC61A2_IL3235414	ENSG00000065665	10
PRKCQ_IL3275922	ENSG00000065675	10
TLE2_IL3846076	ENSG00000065717	19
ASB1_IL2534865	ENSG00000065802	2
FAM107B_IL3278813	ENSG00000065809	10
ME1_IL2962820	ENSG00000065833	6
TBC1D1_IL2723752	ENSG00000065882	4
CDK13_IL2998536	ENSG00000065883	7
MTHFD2_IL2489172	ENSG00000065911	2
FOXJ2_IL3403539	ENSG00000065970	12
PDE4A_IL3820501	ENSG00000065989	19
PPP2R5A_IL2379009	ENSG00000066027	1
ELAVL1_IL3848689	ENSG00000066044	19
TIE1_IL2333051	ENSG00000066056	1
DIP2B_IL3414561	ENSG00000066084	12
SMARCD1_IL3414390	ENSG00000066117	12
KDM4A_IL2333429	ENSG00000066135	1
NFYC_IL2332013	ENSG00000066136	1
ZMYND12_IL2408929	ENSG00000066185	1
ASPM_IL2449559	ENSG00000066279	1
CD84_IL2440295	ENSG00000066294	1
ELOVL1_IL2409310	ENSG00000066322	1
SPI1_IL3372174	ENSG00000066336	11
ZNRD1_IL2901333	ENSG00000066379	6
MPPED2_IL3367673	ENSG00000066382	11
ATXN3_IL3576889	ENSG00000066427	14
GOLGA5_IL3549033	ENSG00000066455	14
FGFR2_IL3310041	ENSG00000066468	10
LRRC40_IL2417737	ENSG00000066557	1
ISOC1_IL2827709	ENSG00000066583	5
TRMT11_IL2924619	ENSG00000066651	6
THUMPD1_IL3683783	ENSG00000066654	16
KIF26A_IL3554104	ENSG00000066735	14
ARFGEF1_IL3139035	ENSG00000066777	8
ZFAT_IL3154700	ENSG00000066827	8
MTFR1_IL3101385	ENSG00000066855	8
STAG3_IL3015338	ENSG00000066923	7
FECH_IL3809621	ENSG00000066926	18
MYO9A_IL3631794	ENSG00000066933	15
PFKP_IL3232349	ENSG00000067057	10
IDI1_IL3273601	ENSG00000067064	10
SP100_IL2531377	ENSG00000067066	2
KLF6_IL3274361	ENSG00000067082	10
PPAP2A_IL2857204	ENSG00000067113	5
NEO1_IL3601051	ENSG00000067141	15
TRAM1_IL3139882	ENSG00000067167	8
TNFRSF1A_IL3441849	ENSG00000067182	12
CACNB1_IL3755580	ENSG00000067191	17
EVI5_IL2423017	ENSG00000067208	1
STOML1_IL3632671	ENSG00000067221	15
DHX29_IL2857131	ENSG00000067248	5
DNTTIP2_IL2423597	ENSG00000067334	1
TP53BP1_IL3621194	ENSG00000067369	15
RRP15_IL2380554	ENSG00000067533	1
RHOA_IL2674242	ENSG00000067560	3
DHX8_IL3722554	ENSG00000067596	17
PRKCZ_IL2316245	ENSG00000067606	1
IARS2_IL2380991	ENSG00000067704	1
SYT1_IL3423622	ENSG00000067715	12
NAV3_IL3423301	ENSG00000067798	12
ROGDI_IL3678369	ENSG00000067836	16
ROCK1_IL3800619	ENSG00000067900	18
CBFB_IL3665116	ENSG00000067955	16
HYAL2_IL2675171	ENSG00000068001	3
HDAC4_IL2606026	ENSG00000068024	2
RASSF1_IL2675208	ENSG00000068028	3
IFI35_IL3722338	ENSG00000068079	17
HEATR6_IL3765059	ENSG00000068097	17
COASY_IL3721851	ENSG00000068120	17
PLEKHH3_IL3758025	ENSG00000068137	17
MEF2A_IL3611126	ENSG00000068305	15
INPP5A_IL3272205	ENSG00000068383	10
PRR11_IL3728964	ENSG00000068489	17
REEP1_IL2562729	ENSG00000068615	2
POLR1A_IL2562605	ENSG00000068654	2
LAPTM4A_IL2542737	ENSG00000068697	2
IP6K2_IL2673684	ENSG00000068745	3
SRBD1_IL2551327	ENSG00000068784	2
CYFIP1_IL3583638	ENSG00000068793	
KIF2A_IL2811656	ENSG00000068796	5
RASGRP2_IL3376976	ENSG00000068831	11
PSME4_IL2553282	ENSG00000068878	2
SIRT2_IL3861689	ENSG00000068903	19
ERLEC1_IL2482230	ENSG00000068912	2
PPP2R5B_IL3334749	ENSG00000068971	11
PYGM_IL3377016	ENSG00000068976	11
MAST4_IL2812690	ENSG00000069020	5
SDK2_IL3770052	ENSG00000069188	17
NUP133_IL2459866	ENSG00000069248	1
NUCKS1_IL2452637	ENSG00000069275	1
VPS35_IL3689922	ENSG00000069329	16
DNAJA2_IL3690084	ENSG00000069345	16
BCL3_IL3835726	ENSG00000069399	19
KCNAB2_IL2318086	ENSG00000069424	1
CLEC2D_IL3404436	ENSG00000069493	12
RORA_IL3627422	ENSG00000069667	15
DRD4_IL3316057	ENSG00000069696	11
TGFBR3_IL2422722	ENSG00000069702	1
PLA2G10_IL3681488	ENSG00000069764	16
ATP1B3_IL2645764	ENSG00000069849	3
NEDD4_IL3625539	ENSG00000069869	15
PIGB_IL3594825	ENSG00000069943	15
MAPK6_IL3594129	ENSG00000069956	15
GNB5_IL3624448	ENSG00000069966	15
RAB27A_IL3625271	ENSG00000069974	15
CECR5_IL3951732	ENSG00000069998	22
UFD1L_IL3952718	ENSG00000070010	22
LRP6_IL3444820	ENSG00000070018	12
GUCY2C_IL3445574	ENSG00000070019	12
SCT_IL3358241	ENSG00000070031	11
IKBKAP_IL3219547	ENSG00000070061	9
NUCB2_IL3322251	ENSG00000070081	11
PFN2_IL2700585	ENSG00000070087	3
PTPN3_IL3219885	ENSG00000070159	9
SLC44A1_IL3183111	ENSG00000070214	9
SMG6_IL3740838	ENSG00000070366	17
EXOC5_IL3566304	ENSG00000070367	14
CLTCL1_IL3952566	ENSG00000070371	22
FGF22_IL3815082	ENSG00000070388	19
FSTL3_IL3815097	ENSG00000070404	19
DGCR2_IL3952453	ENSG00000070413	22
RNF126_IL3844704	ENSG00000070423	19
MNT_IL3741040	ENSG00000070444	17
ZXDC_IL2693569	ENSG00000070476	3
JMJD6_IL3771773	ENSG00000070495	17
POLB_IL3096171	ENSG00000070501	8
ST6GALNAC1_IL3771712	ENSG00000070526	17
GBA2_IL3204833	ENSG00000070610	9
NDST1_IL2835531	ENSG00000070614	5
ASNS_IL3062576	ENSG00000070669	7
AP3M2_IL3096007	ENSG00000070718	8
CNGB1_IL3693401	ENSG00000070729	16
ST6GALNAC2_IL3771675	ENSG00000070731	17
PABPC3_IL3482112	ENSG00000070756	8
TESK2_IL2410158	ENSG00000070759	1
C16orf80_IL3693511	ENSG00000070761	16
CSNK2A2_IL3693533	ENSG00000070770	16
EIF2B3_IL2409904	ENSG00000070785	1
TCOF1_IL2835440	ENSG00000070814	5
CDC42_IL2324634	ENSG00000070831	1
OSBPL3_IL3041875	ENSG00000070882	7
SLC12A3_IL3662333	ENSG00000070915	16
RAD18_IL2662020	ENSG00000070950	3
ATP2B1_IL3464983	ENSG00000070961	12
TRPM5_IL3359267	ENSG00000070985	11
NCK2_IL2498143	ENSG00000071051	2
MGAT4A_IL2566414	ENSG00000071073	2
RPL31_IL2496536	ENSG00000071082	2
WDR1_IL2760371	ENSG00000071127	4
SNX13_IL3040073	ENSG00000071189	7
ARHGAP10_IL2746693	ENSG00000071205	4
RPS6KA2_IL2984655	ENSG00000071242	6
ING3_IL3021123	ENSG00000071243	7
VASH1_IL3545130	ENSG00000071246	14
LMCD1_IL2609347	ENSG00000071282	3
SEL1L_IL3574207	ENSG00000071537	14
TRIP13_IL2798915	ENSG00000071539	5
TCF3_IL3845365	ENSG00000071564	19
DAZAP1_IL3815834	ENSG00000071626	19
MBD3_IL3845315	ENSG00000071655	19
HLTF_IL2700197	ENSG00000071794	3
CPSF1_IL3158516	ENSG00000071894	8
MYO3B_IL2514745	ENSG00000071909	2
CYBRD1_IL2515240	ENSG00000071967	2
PDCD2_IL2986546	ENSG00000071994	6
RDH11_IL3569401	ENSG00000072042	14
PRKACA_IL3852529	ENSG00000072062	19
LPHN1_IL3852581	ENSG00000072071	19
ACTN1_IL3569814	ENSG00000072110	14
ZFYVE26_IL3569441	ENSG00000072121	14
EPN2_IL3713794	ENSG00000072134	17
PTPN18_IL2505529	ENSG00000072135	2
LIMS2_IL2574984	ENSG00000072163	2
SPEG_IL2528504	ENSG00000072195	2
FIP1L1_IL2727226	ENSG00000072201	4
ALDH3A2_IL3714068	ENSG00000072210	17
SREBF1_IL3747966	ENSG00000072310	17
AFF4_IL2875555	ENSG00000072364	5
UBE2D1_IL3247757	ENSG00000072401	10
MPP5_IL3541073	ENSG00000072415	14
RHOBTB1_IL3291151	ENSG00000072422	10
MARK2_IL3334025	ENSG00000072518	11
HMMR_IL2838656	ENSG00000072571	5
CHFR_IL3479438	ENSG00000072609	12
P4HA2_IL2875257	ENSG00000072682	5
NFATC3_IL3666033	ENSG00000072736	16
TRNT1_IL2608156	ENSG00000072756	3
ACADVL_IL3708306	ENSG00000072778	17
STK10_IL2887048	ENSG00000072786	5
FBXW11_IL2886977	ENSG00000072803	5
ACAP1_IL3708462	ENSG00000072818	17
CRMP1_IL2759038	ENSG00000072832	4
EVC_IL2716810	ENSG00000072840	4
DERL2_IL3742756	ENSG00000072849	17
MRVI1_IL3362852	ENSG00000072952	11
TMEM38A_IL3823842	ENSG00000072954	19
AP1M1_IL3823625	ENSG00000072958	19
PVR_IL3835645	ENSG00000073008	19
IRGQ_IL3864445	ENSG00000073050	19
SCARB1_IL3476665	ENSG00000073060	12
MCM2_IL2640855	ENSG00000073111	3
MOV10L1_IL3950522	ENSG00000073146	22
PANX2_IL3950602	ENSG00000073150	22
ALPK1_IL2739792	ENSG00000073331	4
LLGL2_IL3734903	ENSG00000073350	17
PDE8A_IL3606034	ENSG00000073417	15
NLE1_IL3753452	ENSG00000073536	17
SDHA_IL2798538	ENSG00000073578	5
SMARCE1_IL3756344	ENSG00000073584	17
FNDC8_IL3718502	ENSG00000073598	17
GSDMB_IL3755903	ENSG00000073605	17
KDM5A_IL3439603	ENSG00000073614	12
ADAM11_IL3723128	ENSG00000073670	17
PPP2R3A_IL2643901	ENSG00000073711	3
FERMT2_IL3564919	ENSG00000073712	14
DHRS9_IL2514304	ENSG00000073737	2
PTGS2_IL2448382	ENSG00000073756	1
IGF2BP2_IL2708922	ENSG00000073792	3
ST6GAL1_IL2656837	ENSG00000073849	3
TBX21_IL3724858	ENSG00000073861	17
FRY_IL3484497	ENSG00000073910	13
PICALM_IL3385175	ENSG00000073921	11
NSF_IL3724197	ENSG00000073969	17
MRPS34_IL3676127	ENSG00000074071	16
NOTCH3_IL3853108	ENSG00000074181	19
CLNS1A_IL3382948	ENSG00000074201	11
TEAD2_IL3867796	ENSG00000074219	19
EED_IL3343202	ENSG00000074266	11
CDHR2_IL2842624	ENSG00000074276	5
TSG101_IL3365437	ENSG00000074319	11
C17orf85_IL3741668	ENSG00000074356	17
ATP2A3_IL3741800	ENSG00000074370	17
CA12_IL3628498	ENSG00000074410	15
MGLL_IL2694001	ENSG00000074416	3
NTN4_IL3466556	ENSG00000074527	12
NUAK1_IL3469597	ENSG00000074590	12
DPP8_IL3629698	ENSG00000074603	15
SLC24A1_IL3598430	ENSG00000074621	15
ZNF532_IL3790361	ENSG00000074657	18
SCARF1_IL3740432	ENSG00000074660	17
LMAN1_IL3810472	ENSG00000074695	18
PTPLAD1_IL3598381	ENSG00000074696	15
IPCEF1_IL2980449	ENSG00000074706	6
ZZEF1_IL3741875	ENSG00000074755	17
ENO1_IL2395490	ENSG00000074800	1
SLC12A1_IL3593065	ENSG00000074803	15
TUBE1_IL2970044	ENSG00000074935	6
ARHGEF10L_IL2322957	ENSG00000074964	1
TXK_IL2768354	ENSG00000074966	4
WSCD2_IL3430620	ENSG00000075035	12
TACR2_IL3292946	ENSG00000075073	10
ACTR6_IL3428088	ENSG00000075089	12
TIPIN_IL3630099	ENSG00000075131	15
SRI_IL3060300	ENSG00000075142	7
EIF4G3_IL2400373	ENSG00000075151	1
NUP37_IL3468261	ENSG00000075188	12
SEMA3A_IL3059464	ENSG00000075213	7
SEMA3C_IL3058759	ENSG00000075223	7
TTC38_IL3949017	ENSG00000075234	22
ACAT1_IL3347615	ENSG00000075239	11
GRAMD4_IL3949162	ENSG00000075240	22
CELSR1_IL3964049	ENSG00000075275	22
WNT8B_IL3260636	ENSG00000075290	10
ZNF638_IL2488114	ENSG00000075292	2
SLC25A40_IL3060245	ENSG00000075303	7
ADD2_IL2558736	ENSG00000075340	2
RASAL2_IL2369110	ENSG00000075391	1
ZNF37A_IL3243164	ENSG00000075407	10
MARK3_IL3553690	ENSG00000075413	14
SLC25A3_IL3427820	ENSG00000075415	12
FNDC3B_IL2652410	ENSG00000075420	3
FOSL2_IL2474977	ENSG00000075426	2
FRYL_IL2768468	ENSG00000075539	4
FSCN1_IL2988726	ENSG00000075618	7
TBCA_IL2863637	ENSG00000075624	7
MOCOS_IL3784783	ENSG00000075643	18
PLD1_IL2705445	ENSG00000075651	3
WDR62_IL3831062	ENSG00000075702	19
RAB7A_IL2641263	ENSG00000075785	3
BCAP29_IL3018535	ENSG00000075790	7
SEC31B_IL3303478	ENSG00000075826	10
SART3_IL3470253	ENSG00000075856	12
ARHGAP15_IL2508611	ENSG00000075884	2
TUBA3E_IL2575949	ENSG00000075886	2
EXOSC7_IL2620410	ENSG00000075914	3
KIFAP3_IL2443575	ENSG00000075945	1
MKRN2_IL2611211	ENSG00000075975	3
MCM6_IL2577896	ENSG00000076003	2
REXO2_IL3349948	ENSG00000076043	11
RBM7_IL3349918	ENSG00000076053	11
BAZ2A_IL3457947	ENSG00000076108	12
PTPN23_IL2621333	ENSG00000076201	3
MLH1_IL2616932	ENSG00000076242	3
UNG_IL3430926	ENSG00000076248	12
FMO4_IL2367086	ENSG00000076258	1
KLHL20_IL2367793	ENSG00000076321	1
PLXNA2_IL2453370	ENSG00000076356	1
ANKRD13A_IL3431376	ENSG00000076513	12
TPD52_IL3141857	ENSG00000076554	8
ACACB_IL3430959	ENSG00000076555	12
TRAF4_IL3715839	ENSG00000076604	17
PAG1_IL3142217	ENSG00000076641	8
GPATCH1_IL3829174	ENSG00000076650	19
ICAM3_IL3850261	ENSG00000076662	19
NT5C2_IL3304624	ENSG00000076685	10
MCAM_IL3394264	ENSG00000076706	11
RAP1GAP_IL2400655	ENSG00000076864	1
XAB2_IL3848437	ENSG00000076924	19
ARHGEF1_IL3834519	ENSG00000076928	19
STXBP2_IL3819016	ENSG00000076944	19
DGKD_IL2532894	ENSG00000077044	2
CTTNBP2_IL3069470	ENSG00000077063	7
RARB_IL2614369	ENSG00000077092	3
TOP2B_IL2666478	ENSG00000077097	3
TM9SF3_IL3301857	ENSG00000077147	10
NFKB2_IL3261643	ENSG00000077150	10
UBE2T_IL2451200	ENSG00000077152	1
PPP1R12B_IL2375212	ENSG00000077157	1
DNAJC10_IL2518583	ENSG00000077232	2
GTF3C1_IL3686164	ENSG00000077235	16
IL4R_IL3654175	ENSG00000077238	16
USP33_IL2419113	ENSG00000077254	1
SNRPA_IL3833757	ENSG00000077312	19
SPAG6_IL3238528	ENSG00000077327	10
EXOSC5_IL3863060	ENSG00000077348	19
DYNC1I2_IL2515276	ENSG00000077380	2
APBB1IP_IL3239760	ENSG00000077420	10
SAP25_IL3064082	ENSG00000077454	7
FAM76B_IL3387413	ENSG00000077458	11
SIRT6_IL3846667	ENSG00000077463	19
POLD3_IL3340269	ENSG00000077514	11
CAPZB_IL2399765	ENSG00000077549	1
GPR137B_IL2386747	ENSG00000077585	1
NAALAD2_IL3344142	ENSG00000077616	11
SCLT1_IL2785282	ENSG00000077684	4
FGFR1_IL3132016	ENSG00000077782	8
GTF2I_IL3008376	ENSG00000077809	
SMC1B_IL3963754	ENSG00000077935	22
FBLN1_IL3948640	ENSG00000077942	22
CST7_IL3880629	ENSG00000077984	20
MAP2_IL2525533	ENSG00000078018	2
AMPH_IL3046739	ENSG00000078053	7
MCCC1_IL2707824	ENSG00000078070	3
LAMP3_IL2707876	ENSG00000078081	3
NEBL_IL3280573	ENSG00000078114	10
ACER3_IL3341061	ENSG00000078124	11
UBE2K_IL2724472	ENSG00000078140	4
PIK3C3_IL3786039	ENSG00000078142	18
N4BP2_IL2724585	ENSG00000078177	4
TULP3_IL3401217	ENSG00000078246	12
PPP2R5C_IL3552729	ENSG00000078304	14
GNB1_IL2391840	ENSG00000078369	1
EDN1_IL2895244	ENSG00000078401	6
ZCWPW1_IL3063968	ENSG00000078487	7
NRD1_IL2412529	ENSG00000078618	1
VDAC3_IL3096214	ENSG00000078668	8
PCM1_IL3087813	ENSG00000078674	8
TNRC6C_IL3736087	ENSG00000078687	17
CBFA2T2_IL3882533	ENSG00000078699	20
ITCH_IL3882854	ENSG00000078747	20
PKD2L2_IL2830504	ENSG00000078795	5
TP53INP2_IL3883013	ENSG00000078804	20
SDF4_IL2391188	ENSG00000078808	1
MYH7B_IL3883129	ENSG00000078814	20
TP73_IL2317317	ENSG00000078900	1
TOLLIP_IL3358742	ENSG00000078902	11
UBE2D4_IL2999640	ENSG00000078967	7
FKBP7_IL2589255	ENSG00000079150	2
OSBPL6_IL2517588	ENSG00000079156	2
SLC1A3_IL2806643	ENSG00000079215	5
XRCC5_IL2526980	ENSG00000079246	2
LXN_IL2702724	ENSG00000079257	3
SP140_IL2531233	ENSG00000079263	2
TNS1_IL2599153	ENSG00000079308	2
REXO1_IL3845495	ENSG00000079313	19
SAR1A_IL3293244	ENSG00000079332	10
CDC14A_IL2348896	ENSG00000079335	1
RAPGEF3_IL3452690	ENSG00000079337	12
CEACAM1_IL3863669	ENSG00000079385	19
SENP1_IL3452970	ENSG00000079387	12
DUSP13_IL3295267	ENSG00000079393	10
CIC_IL3834674	ENSG00000079432	19
LIPE_IL3863606	ENSG00000079435	19
KIF22_IL3655628	ENSG00000079616	16
LRRC16A_IL2898746	ENSG00000079691	6
PGM1_IL2339786	ENSG00000079739	1
DDX1_IL2470654	ENSG00000079785	2
DNM2_IL3820758	ENSG00000079805	19
EPB41L2_IL2973995	ENSG00000079819	6
MOXD1_IL2974413	ENSG00000079931	6
STX7_IL2974469	ENSG00000079950	6
RABL2B_IL3966225	ENSG00000079974	22
KEAP1_IL3850363	ENSG00000079999	19
DDX43_IL2913564	ENSG00000080007	6
PTPRH_IL3871192	ENSG00000080031	19
DCT_IL3520934	ENSG00000080166	13
SLC35C2_IL3907786	ENSG00000080189	20
RFX3_IL3196842	ENSG00000080298	9
RIF1_IL2510485	ENSG00000080345	2
RAB21_IL3422269	ENSG00000080371	12
SLC4A4_IL2730746	ENSG00000080493	4
SESN1_IL2968652	ENSG00000080546	6
COL5A3_IL3849923	ENSG00000080573	19
KIAA0020_IL3196691	ENSG00000080608	9
CNOT4_IL3074362	ENSG00000080802	7
PSEN1_IL3543481	ENSG00000080815	14
CPOX_IL2685944	ENSG00000080819	3
CLDND1_IL2685908	ENSG00000080822	3
HSP90AA1_IL3580179	ENSG00000080824	14
RBL1_IL3904747	ENSG00000080839	20
DLGAP4_IL3883819	ENSG00000080845	20
NDC80_IL3776139	ENSG00000080986	18
AP4E1_IL3593770	ENSG00000081014	15
RSBN1_IL2428760	ENSG00000081019	1
MAGI3_IL2352609	ENSG00000081026	1
CXCL2_IL2773434	ENSG00000081041	4
COL4A4_IL2602110	ENSG00000081052	2
TCF7_IL2829171	ENSG00000081059	5
OSTM1_IL2968144	ENSG00000081087	6
IMPG2_IL2686602	ENSG00000081148	3
ZBTB11_IL2686727	ENSG00000081154	3
EXD2_IL3541937	ENSG00000081177	14
MEF2C_IL2866225	ENSG00000081189	5
PTPRC_IL2373842	ENSG00000081237	1
UBA5_IL2642911	ENSG00000081307	3
STK17B_IL2593159	ENSG00000081320	2
CDC14B_IL3216356	ENSG00000081377	9
ZNF510_IL3216476	ENSG00000081386	9
SNAP47_IL2383557	ENSG00000081692	1
DUSP12_IL2363902	ENSG00000081721	1
AACS_IL3436571	ENSG00000081760	12
HSPB11_IL2413519	ENSG00000081870	1
PHLPP1_IL3791482	ENSG00000081913	18
ATP8B1_IL3809826	ENSG00000081923	18
IL12RB2_IL2340961	ENSG00000081985	1
SMARCD3_IL3079576	ENSG00000082014	7
WDR70_IL2807000	ENSG00000082068	5
FYB_IL2854327	ENSG00000082074	5
STRADB_IL2522789	ENSG00000082146	2
BZW1_IL2522439	ENSG00000082153	2
C1QTNF3_IL2852766	ENSG00000082196	5
ME2_IL3788220	ENSG00000082212	18
C5orf22_IL2805176	ENSG00000082213	5
CCNT2_IL2507209	ENSG00000082258	2
FAM135A_IL2912777	ENSG00000082269	6
COL19A1_IL2912649	ENSG00000082293	6
EPB41L3_IL3797032	ENSG00000082397	18
COBLL1_IL2584787	ENSG00000082438	2
TRAF5_IL2378662	ENSG00000082512	1
MRPL22_IL2836886	ENSG00000082515	5
GEMIN5_IL2882897	ENSG00000082516	5
NFE2L1_IL3725035	ENSG00000082641	17
GSK3B_IL2691014	ENSG00000082701	3
ITGB5_IL2692816	ENSG00000082781	3
ERC1_IL3400413	ENSG00000082805	12
XPO1_IL2555490	ENSG00000082898	2
RNF13_IL2647458	ENSG00000082996	3
PALB2_IL3685329	ENSG00000083093	16
DOPEY1_IL2915268	ENSG00000083097	6
LYRM2_IL2964327	ENSG00000083099	6
BCKDHB_IL2914820	ENSG00000083123	6
ZCCHC6_IL3212976	ENSG00000083223	9
ULK2_IL3749010	ENSG00000083290	17
TNPO1_IL2815043	ENSG00000083312	5
PLOD1_IL2320581	ENSG00000083444	1
P2RX5_IL3741547	ENSG00000083454	17
DIS3_IL3517594	ENSG00000083520	13
PIBF1_IL3493448	ENSG00000083535	13
TDRD3_IL3491948	ENSG00000083544	13
PDS5B_IL3484768	ENSG00000083642	13
OXCT1_IL2855058	ENSG00000083720	5
CYLD_IL3660213	ENSG00000083799	16
ZNF324_IL3844152	ENSG00000083812	19
ZNF671_IL3872398	ENSG00000083814	19
ZNF416_IL3872335	ENSG00000083817	19
ZNF586_IL3843525	ENSG00000083828	19
SLC27A5_IL3872945	ENSG00000083838	19
ZNF8_IL3843906	ENSG00000083842	
YTHDC1_IL2772017	ENSG00000083896	4
CHMP2B_IL2631845	ENSG00000083937	3
SMAP2_IL2331857	ENSG00000084070	1
PPIE_IL2331602	ENSG00000084072	1
ZMPSTE24_IL2331822	ENSG00000084073	1
REST_IL2728408	ENSG00000084093	4
HAL_IL3466687	ENSG00000084110	12
SSH1_IL3470597	ENSG00000084112	12
GSTP1_IL3337168	ENSG00000084207	11
APLP2_IL3356115	ENSG00000084234	11
WBP11_IL3445670	ENSG00000084463	12
EIF3I_IL2328808	ENSG00000084623	1
TXLNA_IL2328713	ENSG00000084652	1
NCOA1_IL2473149	ENSG00000084676	2
EFR3B_IL2473376	ENSG00000084710	2
KIF3C_IL2545007	ENSG00000084731	2
RAB10_IL2473571	ENSG00000084733	2
HADHA_IL2545092	ENSG00000084754	2
MAPRE3_IL2474071	ENSG00000084764	2
CAD_IL2474341	ENSG00000084774	2
CD59_IL3368707	ENSG00000085063	11
CD82_IL3328520	ENSG00000085117	11
FCN1_IL3229338	ENSG00000085265	9
MYNN_IL2651671	ENSG00000085274	3
MECOM_IL2704441	ENSG00000085276	3
SCAMP1_IL2817053	ENSG00000085365	5
PREP_IL2967321	ENSG00000085377	6
HACE1_IL2967151	ENSG00000085382	6
SEH1L_IL3779756	ENSG00000085415	18
WDR47_IL2426840	ENSG00000085433	1
WDFY1_IL2601341	ENSG00000085449	2
OVGP1_IL2427898	ENSG00000085465	1
SLC25A24_IL2426559	ENSG00000085491	1
MAP3K4_IL2934801	ENSG00000085511	6
PILRA_IL3015519	ENSG00000085514	7
IGSF9_IL2439861	ENSG00000085552	1
ABCB1_IL3060182	ENSG00000085563	7
ZNF213_IL3645683	ENSG00000085644	16
AKR1B1_IL3073981	ENSG00000085662	7
CPNE3_IL3105904	ENSG00000085719	8
RRN3_IL3681705	ENSG00000085721	16
CTTN_IL3338552	ENSG00000085733	11
WNT11_IL3382523	ENSG00000085741	11
MTIF2_IL2553730	ENSG00000085760	2
DDHD2_IL3094514	ENSG00000085788	8
TTC39A_IL2412312	ENSG00000085831	1
EPS15_IL2412360	ENSG00000085832	1
MGST2_IL2744734	ENSG00000085871	4
